name,city,brewery_type,url,address,address_2,postal_code,state_province,phone,website_url,social_media,country
Connector Brewing,West Kelowna,"['Baby Change Table (gender neutral washroom)', 'Board Games', 'Brewpub', 'Cider', ""Code of Conduct on Brewery's Website"", 'Craft Sodas', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Gluten-Free Beer', 'Growler Fills', 'Guest Taps', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/connector-brewing/,101 - 3310 Carrington Rd,N/A,V4T 3C1,BC,N/A,https://connectorbrewing.com/,"['https://www.facebook.com/connectorbrewing', 'https://www.instagram.com/connectorbrewing/', 'https://untappd.com/ConnectorBrewing']",Canada
Container Brewing,Vancouver,"['Beer Service', 'Canada Post delivery across BC', 'Coffee', 'Craft Sodas', 'Dog Friendly Zone', 'Family Friendly', 'Food Service', 'Food Truck(s)', 'Gender Neutral Washrooms', 'Has Tours', 'Live Music', 'Merchandise', 'Online Ordering - Local Delivery', 'Patio', 'Shopping', 'Snacks', 'Tasting Room Kitchen', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/container-brewing/,1216 Franklin St,N/A,V6A 1K1,BC,7784040657,https://containerbrewing.ca/,"['https://twitter.com/containerbeer', 'https://www.facebook.com/containerbrewing', 'https://www.instagram.com/containerbrewing/', 'https://untappd.com/ContainerBrewing']",Canada
Copper Brewing,Kelowna,"['Barrels', 'Beer Service', 'Cider', 'Cocktails', 'Delivery from Local Restaurants Available', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise', 'Restaurant Connected', 'Snacks', 'Videogames', 'Wine']",https://bcaletrail.ca/breweries/copper-brewing/,2,1851 Kirschner Rd #10,V1Y 4N7,BC,2507628850,https://copperbrewingco.com/,"['https://www.facebook.com/Copperbrewing/', 'https://www.instagram.com/copperbrewing/', 'https://untappd.com/w/copper-brewing-co/442327']",Canada
CowDog Brew Co,Vancouver,"['Bike Racks', 'Board Games', 'Cask Beer', 'Cocktails', 'Craft Sodas', 'Delivery from Local Restaurants Available', 'Dog Friendly Zone', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Guest Taps', 'Keg Sales/Rentals', 'Merchandise', 'Patio', 'Snacks', 'Spirits', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/cowdog-brew-co/,1338 Franklin St,N/A,V5L 1N9,BC,N/A,https://cowdogbrewcompany.ca/,"['https://www.facebook.com/profile.php?id=61560883811004', 'https://www.instagram.com/cowdogbrewcompany/', 'https://untappd.com/Cowdog_Brew_Company_']",Canada
Craig Street Brewing,Duncan,"['Brewpub', 'Growler Fills', 'Restaurant Connected']",https://bcaletrail.ca/breweries/craig-street-brew-pub/,25 Craig St,N/A,V9L 1V7,BC,2507372337,http://www.csbrewery.ca/craigstreetbrewpub,"['https://twitter.com/csbrewpub', 'https://www.facebook.com/craigstbrewpub', 'https://www.instagram.com/csbrewpub', 'https://untappd.com/w/craig-street-brewpub/5223']",Canada
Crannóg Ales,Sorrento,"['Farm', 'Growler Fills', 'Has Tours', 'Merchandise', 'Organic Beer', 'Take-Out']",https://bcaletrail.ca/breweries/crannog-ales/,706 Elson Rd,N/A,V0E 2W1,BC,2506756847,http://crannogales.com,"['https://www.facebook.com/pages/Crannog-Ales/147130382004277/', 'https://www.instagram.com/crannogales/', 'https://untappd.com/w/crann-g-ales/4651']",Canada
CrossRoads Brewing & Distillery,Prince George,"['Baby Change Table (gender neutral washroom)', ""Baby Change Table (women's washroom)"", 'Bike Racks', 'Board Games', 'Brewpub', 'Cask Beer', 'Cider', 'Cocktails', 'Distilling', 'Dog Friendly Zone', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise', 'Non Alc Beer Available', 'Online Ordering - Local Delivery', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/crossroads-brewing/,508 George St,N/A,V2L 1R7,BC,2506142337,http://crossroadscraft.com,"['https://twitter.com/crossroadscraft', 'https://www.facebook.com/crossroadscraft/', 'https://www.instagram.com/crossroadscraft/', 'https://untappd.com/crossroads']",Canada
Cumberland Brewing Company,Cumberland,"['All Weather Patio', 'Baby Change Table (gender neutral washroom)', 'Bike Racks', 'Brewpub', 'Canada Post delivery across BC', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Non Alc Beer Available', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Patio', 'Safe Space Signage', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/cumberland-brewing-co/,2732 Dunsmuir Ave,N/A,N/A,BC,2504002739,http://cumberlandbrewing.com,"['https://twitter.com/cumberlandbeer', 'https://www.facebook.com/cumberlandbrewingco/', 'https://www.instagram.com/cumberlandbrewingcompany/', 'https://untappd.com/w/cumberland-brewing-company/176608']",Canada
Dageraad Brewing,Burnaby,"['Barrels', 'Bike Racks', 'Call in or Order Online', 'Canada Post delivery across BC', 'Cider', 'Craft Sodas', 'Experience', 'Family Friendly', 'Food Truck(s)', 'Gender Neutral Washrooms', 'Growler Fills', 'Keg Sales/Rentals', 'Merchandise', 'Non Alc Beer Available', 'Online Ordering - Local Delivery', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Patio', 'Shopping', 'Snacks', 'Take-Out', 'What Else?', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/dageraad-brewing/,4,3191 Thunderbird Crescent #11,V5A 3G1,BC,6044202050,https://dageraadbrewing.com/,"['https://twitter.com/DageraadBeer', 'https://www.facebook.com/DageraadBrewing/', 'https://www.instagram.com/dageraadbeer/', 'https://untappd.com/Dageraad']",Canada
Dead Frog Brewery,Langley,"['Brewpub', 'Canada Post delivery across BC', 'Cider', 'Dog Friendly Zone', 'Family Friendly', 'Food Service', 'GF Food Options', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Online Ordering - Local Delivery', 'Patio', 'Shopping', 'Snacks', 'Take-Out', 'Tasting Room Kitchen', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/dead-frog-brewery/,Street,#105  8860 201,V2Y 0C8,BC,6048561055,https://deadfrog.ca/,"['https://twitter.com/deadfrogbrewery', 'https://www.facebook.com/deadfrogbrewery/', 'https://www.instagram.com/deadfrogbrewery/', 'https://untappd.com/deadfrog']",Canada
Deadfall Brewing Company,Prince George,"['Baby Change Table (gender neutral washroom)', 'Bike Racks', 'Board Games', 'Cider', ""Code of Conduct on Brewery's Website"", 'Craft Sodas', 'Delivery from Local Restaurants Available', 'Educational events', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'NA Beer Alternative (eg. hopped sparkling water)', 'Non Alc Beer Available', 'Safe Space Signage', 'Snacks', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/deadfall-brewing-company/,1733 Nicholson St South,N/A,V2N 1V7,BC,N/A,https://www.deadfallbrewing.com,"['https://twitter.com/deadfallbrewco/', 'https://www.facebook.com/DeadfallBrewCo', 'https://www.instagram.com/deadfallbrewco/', 'https://untappd.com/DeadfallBrewCo']",Canada
Deadhead Brew Co,Duncan,"['Accessibility & Inclusion', 'Beer Service', 'Board Games', 'Cider', 'Cocktails', 'Dog Friendly Patio', 'Experience', 'Family Friendly', 'Food Service', 'Gluten-Free Beer', 'Keg Sales/Rentals', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Tasting Room Kitchen', 'What Else?', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/deadhead-brew-co-duncan/,203-5301 Chaster Rd,N/A,V9L 6W4,BC,2505970045,http://deadheadbrew.co/,"['https://www.facebook.com/profile.php?id=61559554907637', 'https://www.instagram.com/deadheadbrewco/']",Canada
Detonate Brewing Company,Summerland,"['All Weather Patio', 'Baby Change Table (gender neutral washroom)', 'Barrels', 'Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'Dog Friendly Zone', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Guest Taps', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Non Alc Beer Producer', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/detonate-brewing-company/,103 - 9503 Cedar Ave,N/A,N/A,BC,2503285294,https://www.detonatebrew.com/,"['https://twitter.com/DetonateBrewing', 'https://www.facebook.com/DetonateBrewing', 'https://www.instagram.com/detonatebrewing/', 'https://untappd.com/DetonateBrewingCompany']",Canada
Devils’ Bath Brewing,Port McNeill,"['Brewpub', 'Cider', 'Craft Sodas', 'Experience', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Kombucha', 'Patio', 'Pizza', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/devils-bath-brewing/,1616 McNeill Rd,N/A,V0N 2R0,BC,2509561616,http://devilsbathbrewing.ca/,"['https://www.facebook.com/DevilsBathBrewingCo', 'https://www.instagram.com/devilsbathbrewingco/', 'https://untappd.com/w/devils-bath-brewing-co/500668']",Canada
Dog Mountain Brewing,Port Alberni,"['Family Friendly', 'Growler Fills', 'Has Tours', 'Merchandise', 'Online Ordering - Local Delivery', 'Patio', 'Shopping', 'Snacks', 'Take-Out', 'Tasting Room Kitchen']",https://bcaletrail.ca/breweries/dog-mountain-brewing/,3141 3rd Ave,N/A,V9Y 4C4,BC,2507318810,https://dogmountainbrew.com/,"['https://www.facebook.com/dogmountainbrewing', 'https://www.instagram.com/dogmountainbrewing/', 'https://untappd.com/w/dog-mountain-brewing/403394']",Canada
Driftwood Brewery,Victoria,"['Barrels', 'Bike Racks', 'Cider', 'Cocktails', 'Craft Sodas', 'Distilling', 'Gender Neutral Washrooms', 'Growler Fills', 'Keg Sales/Rentals', 'Merchandise', 'Patio', 'Shopping', 'Spirits', 'Take-Out', 'Tasting Room Kitchen', 'Vegan-Friendly Beer', 'What Else?', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/driftwood-brewery/,836 Viewfield Rd,N/A,V9A 4V1,BC,2505903555,https://driftwoodbeer.ca/,"['https://twitter.com/driftwoodbeer', 'https://www.facebook.com/driftwoodbeer/', 'https://www.instagram.com/driftwoodbrewery/', 'https://untappd.com/DriftwoodBrewery']",Canada
East Vancouver Brewing Company,Vancouver,"['Beer Service', 'Cider', 'Cocktails', 'Family Friendly', 'Food Service', 'Growler Fills', 'Has Tours', 'Merchandise', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/east-van-brewing/,1675 Venables St,N/A,V5L 2H1,BC,6045583822,http://www.eastvanbrewing.com/,"['https://twitter.com/EastVanBrewing', 'https://www.facebook.com/EastVanBrewing/', 'https://instagram.com/EastVanBrewing', 'https://untappd.com/EastVanBrewingCo']",Canada
Electric Bicycle Brewing,Vancouver,"['Beer Service', 'Brewpub', 'Cider', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Patio', 'Shopping']",https://bcaletrail.ca/breweries/electric-bicycle-brewing/,20 East 4th Ave,N/A,V5T1E8,BC,2508963774,https://electricbicyclebrewing.com/,"['https://www.facebook.com/Electricbicyclebrewing/', 'https://www.instagram.com/electricbicyclebrewing/', 'https://untappd.com/ElectricBicycleBrewing_']",Canada
Empty Keg Brew House,Merritt,"['Barrels', 'Beer Service', 'Cider', 'Delivery from Local Restaurants Available', 'Family Friendly', 'Food Service', 'GF Food Options', 'Growler Fills', 'Merchandise', 'Non Alc Beer Available', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Shopping', 'Snacks', 'Take-Out', 'Tasting Room Kitchen']",https://bcaletrail.ca/breweries/empty-keg-brew-house/,2190 Voght Street,N/A,V1K 1C8,BC,2503152337,http://www.emptykegbrewhouse.ca/,"['https://www.facebook.com/EmptyKegBrewHouse', 'https://www.instagram.com/emptykegbrewhouse']",Canada
Encore Brewing Company,Cranbrook,"['Beer Service', 'Bowling', 'Cider', 'Cocktails', 'Craft Sodas', 'Crowlers', 'Experience', 'Food Service', 'Gender Neutral Washrooms', 'Kombucha', 'Restaurant Connected', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/encore-brewing-company/,1400 4 St N,N/A,N/A,BC,7787440460,https://www.encorebrewing.ca/,"['https://www.facebook.com/EncoreBeerCBK', 'https://www.instagram.com/encorebeer/']",Canada
Erie Creek Brewing,Salmo,"['Cider', 'Delivery from Local Restaurants Available', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Snacks', 'Take-Out', 'Videogames', 'Wine']",https://bcaletrail.ca/breweries/erie-creek-brewing/,117 4th St,N/A,V0G 1Z0,BC,2503572479,https://www.eriecreekbrewingco.com/,"['https://www.facebook.com/Erie-Creek-Brewing-Company-2119648468326918/', 'https://www.instagram.com/erie_creek_brewing/', 'https://untappd.com/w/erie-creek-brewing-company/464086']",Canada
Faculty Brewing Co.,Vancouver,"['Barrels', 'Beer Service', 'Delivery through BeerVan', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Kombucha', 'Merchandise', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/faculty-brewing-co/,1830 Ontario St,N/A,V5T 2W6,BC,7788196794,http://facultybrewing.com,"['https://www.facebook.com/facultybrewing/', 'https://www.instagram.com/facultybrewing/', 'https://untappd.com/w/faculty-brewing/231919']",Canada
Farm Country Brewing,Langley,"['Beer Service', 'Cider', 'Experience', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Online Ordering - Local Delivery', 'Shopping', 'Snacks', 'Tasting Room Kitchen', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/farm-country-brewing/,5 - 20555 56th Avenue,N/A,V3A 3Y9,BC,7788192288,https://farmcountrybrewing.com/,"['http://www.twitter.com/farmcountrybrew', 'https://www.facebook.com/farmcountrybrew/', 'http://www.instagram.com/farmcountrybrewco', 'https://untappd.com/FarmCountryBrewing']",Canada
Farmhouse Brewing Co.,Chilliwack,"['All Weather Patio', 'Baby Change Table (gender neutral washroom)', 'Beer Service', 'Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Craft Sodas', 'Dog Friendly Patio', 'Family Friendly', 'Farm', 'Food Service', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Kombucha', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Online Shopping - Gift Cards', 'Picnic Area Outside', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/farmhouse-brewing/,6385 Lickman Rd,N/A,V2R 4A9,BC,6048249007,http://www.farmhousebrewing.co,"['https://www.facebook.com/farmhousebrewingco', 'https://www.instagram.com/farmhousebrewingco/', 'https://untappd.com/w/farmhouse-brewing-co/478489']",Canada
Fern + Cedar Brewing,Qualicum Beach,"['Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Distilling', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/fern-cedar-brewing/,680 Berwick Road South,N/A,V9K 1R2,BC,2505940052,https://fernandcedar.ca/,"['https://www.facebook.com/fernandcedarbrewing/', 'https://www.instagram.com/fernandcedarbrewing/', 'https://untappd.com/w/fern-cedar-brewing/512791']",Canada
Fernie Brewing Co.,Fernie,"['Barrels', 'Family Friendly', 'Growler Fills', 'Merchandise', 'Non Alc Beer Producer', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/fernie-brewing-co/,26 Manitou Rd,N/A,V0B 1M5,BC,2504237797,https://www.ferniebrewing.com/,"['https://twitter.com/FernieBrewingCo', 'https://www.facebook.com/Fernie-Brewing-Company-170347052983672/', 'https://www.instagram.com/ferniebrewingco/', 'https://untappd.com/FernieBrewingCompany']",Canada
Field House Brewing CHWK,Chilliwack,"['Beer Service', 'Experience', 'Family Friendly', 'Food Service', 'GF Food Options', 'Growler Fills', 'Live Music', 'Merchandise', 'Take-Out']",https://bcaletrail.ca/breweries/field-house-chwk/,Woolly Dog Alley,#102-9251,N/A,BC,6047762739,http://www.fieldhousebrewing.com,N/A,Canada
Field House Brewing Co ABBY,Abbotsford,"['All Weather Patio', 'Barrels', 'Bike Racks', 'Brewpub', 'Cider', 'Cocktails', ""Code of Conduct on Brewery's Website"", 'Craft Sodas', 'Crowlers', 'Dog Friendly Patio', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Kombucha', 'Live Music', 'Merchandise', 'Patio', 'Picnic Area Outside', 'Safe Space Signage', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/field-house-brewing-co/,2281 W Railway St,N/A,V2S 2E3,BC,6047762739,https://fieldhousebrewing.com/,"['https://www.facebook.com/fieldhousebrewing/', 'https://www.instagram.com/fieldhousebrewing/', 'https://untappd.com/FieldHouseBrewingCo']",Canada
Firehall Brewery,Oliver,"['Barrels', 'Canada Post delivery across BC', 'Cask Beer', 'Cider', 'Cocktails', 'Craft Sodas', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Patio', 'Restaurant Connected', 'Shopping', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/firehall-brewery/,6077 Main St,N/A,V0H 1T0,BC,7784392337,https://www.firehallbrewery.com/shop,"['https://twitter.com/firehallbrewery', 'https://www.facebook.com/thefirehallbrewery/', 'https://www.instagram.com/firehallbrewery/', 'https://untappd.com/FirehallBrewery']",Canada
Fisher Peak Brewing,Cranbrook,"['Brewpub', 'Family Friendly', 'Growler Fills', 'Merchandise', 'Shopping', 'Take-Out']",https://bcaletrail.ca/breweries/fisher-peak-brewing-company/,821 Baker St,N/A,V1C 1A2,BC,2504267922,http://theheidout.ca,"['https://twitter.com/FPBCoHeidout', 'https://www.facebook.com/TheHeidOutRestaurantandBrewhouse/', 'https://www.instagram.com/theheidout/', 'https://untappd.com/FisherPeakBrewingCo']",Canada
Five Roads Brewing,Langley,"['Bike Racks', 'Board Games', 'Cider', 'Cocktails', 'Coffee', 'Craft Sodas', 'Crowlers', 'Dog Friendly Zone', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Online Shopping - Merch', 'Patio', 'Snacks', 'Take-Out', 'Tasting Room Kitchen', 'What Else?', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/five-roads-brewing-co/,St,#1 - 6263 202,V2Y 1N1,BC,6045396754,https://www.fiveroadsbrewing.com/,"['https://twitter.com/fiveroadsbrew', 'https://www.facebook.com/fiveroadsbrewingco/', 'https://www.instagram.com/fiveroadsbrewingco/', 'https://untappd.com/w/five-roads-brewing/429083']",Canada
Foamers’ Folly Brewing,Pitt Meadows,"['Barrels', 'Cider', 'Cocktails', 'Delivery from Local Restaurants Available', 'Dog Friendly Zone', 'Experience', 'Family Friendly', 'Food Service', 'Gender Neutral Washrooms', 'Growler Fills', 'Kombucha', 'Live Music', 'Merchandise', 'Patio', 'Shopping', 'Snacks', 'Take-Out', 'What Else?', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/foamers-folly-brewing-co/,19221 122a Ave,N/A,V3Y 2E9,BC,6044597837,https://www.foamersfolly.ca/,"['https://twitter.com/foamersfolly', 'https://www.facebook.com/foamersfolly/', 'https://www.instagram.com/foamersfolly/', 'https://untappd.com/FoamersFolly']",Canada
Four Winds Beach House & Brewery,Delta,"['Accessibility & Inclusion', 'Baby Change Table (gender neutral washroom)', 'Beer Service', 'Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Experience', 'Family Friendly', 'Food Service', 'Gender Neutral Washrooms', 'GF Food Options', 'Merchandise', 'NA Beer Alternative (eg. hopped sparkling water)', 'Non Alc Beer Available', 'Spirits', 'What Else?', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/four-winds-beach-house-brewery/,6350 Market Avenue,N/A,V4L 0B1,BC,6049402985,https://fourwindsbrewing.ca/pages/new-southlands,"['https://twitter.com/FourWindsBrewCo', 'https://www.facebook.com/profile.php?id=61560202815822', 'https://www.instagram.com/fourwindsbeachhouseandbrewery']",Canada
Four Winds Brewing Co.,Delta,"['Baby Change Table (gender neutral washroom)', 'Barrels', 'Bike Racks', 'Brewpub', 'Canada Post delivery across BC', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Keg Sales/Rentals', 'Merchandise', 'Non Alc Beer Available', 'Online Ordering - Local Delivery', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Patio', 'Safe Space Signage', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/four-winds-brewing/,4 - 7355 72 St,N/A,V4G 1L5,BC,6049409949,https://fourwindsbrewing.ca/,"['https://twitter.com/fourwindsbrewco', 'https://www.facebook.com/fourwindsbrewingco/', 'https://www.instagram.com/fourwindsbrewco/', 'https://untappd.com/FourWindsBrewing']",Canada
Fox Mountain Brewing Co,Williams Lake,"['Growler Fills', 'Merchandise', 'Take-Out', 'Tasting Room Kitchen']",https://bcaletrail.ca/breweries/fox-mountain-brewing/,215 Donald Road,N/A,V2G 4K4,BC,2503923622,https://www.foxmountainbeer.com/,"['https://www.facebook.com/FoxMtnBrewCo', 'https://www.instagram.com/fox.mountain.brewing/', 'https://untappd.com/FoxMountainBrewingCo']",Canada
Freddy’s Brewpub,Kelowna,"['Beer Service', 'Bowling', 'Brewpub', 'Comedy Events', 'Experience', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Merchandise', 'Restaurant Connected', 'Snacks']",https://bcaletrail.ca/breweries/freddys-brewpub/,124-948 McCurdy Rd,N/A,N/A,BC,2507658956,https://www.mccurdybowl.com/kelownabrewery,"['https://twitter.com/Bowl_N_Brew', 'https://www.facebook.com/bowlandbrewkelowna/', 'https://www.instagram.com/Bowl_N_Brew/', 'https://untappd.com/FreddysBrewpub']",Canada
Fuggles Beer,Richmond,"['Cocktails', 'Dog Friendly Zone', 'Events', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Merchandise', 'Restaurant Connected', 'Shopping', 'Take-Out', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/fuggles-warlock-craftworks/,11220 Horseshoe Way,N/A,N/A,BC,60428577451,https://www.fugglesbeer.com,"['https://twitter.com/fugglesbeer', 'https://www.facebook.com/FugglesBeer', 'https://www.instagram.com/fugglesbeer/', 'https://untappd.com/FugglesandWarlockCraftworks']",Canada
Giant’s Head Brewing,Summerland,"['Baby Change Table (gender neutral washroom)', 'Brewpub', 'Cider', 'Cocktails', 'Dog Friendly Patio', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/giants-head-brewing/,13224 Victoria Rd N,N/A,V0H 1Z0,BC,2504041123,https://www.giantsheadbrewing.ca/,"['https://www.facebook.com/giantsheadbrewing', 'https://www.instagram.com/giantshead_brewing/', 'https://untappd.com/w/giant-s-head-brewing/509624']",Canada
Gladstone Brewing,Courtenay,"['Barrels', 'Beer Service', 'Cider', 'Family Friendly', 'GF Food Options', 'Growler Fills', 'Keg Sales/Rentals', 'Merchandise', 'Restaurant Connected', 'Shopping', 'Snacks', 'Take-Out', 'Wine']",https://bcaletrail.ca/breweries/gladstone-brewing-co/,244 4th St,N/A,V9N 1G6,BC,2508711111,https://www.gladstonebrewing.ca/,"['https://twitter.com/Gladstone_Beer', 'https://www.facebook.com/gladstonebrewingco/', 'https://www.instagram.com/gladstonebrewingco/', 'https://untappd.com/GladstoneBrewingCompany']",Canada
Grey Fox Brewing,Kelowna,"['Canada Post delivery across BC', 'Gender Neutral Washrooms', 'Gluten-Free Beer', 'Growler Fills', 'Keg Sales/Rentals', 'Merchandise', 'Online Ordering - Local Delivery', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/grey-fox-brewing/,105 - 310 Hiram Walker Ct,N/A,V4V 0B2,BC,2508595518,http://www.greyfoxbrewing.com,"['https://www.facebook.com/greyfoxbrewing', 'https://www.instagram.com/greyfoxbrewing', 'https://untappd.com/GreyFoxBrewing']",Canada
Grist & Mash Brewery,Kimberley,"['Cider', 'Cocktails', 'Crowlers', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Kombucha', 'Live Music', 'Merchandise', 'Patio', 'Snacks', 'Videogames', 'Wine']",https://bcaletrail.ca/breweries/grist-mash-brewery/,345 Wallinger Ave,N/A,V1A 1Z3,BC,2504270148,https://gristandmash.com/,"['https://www.facebook.com/gristandmashbrewery/', 'https://www.instagram.com/gristandmash/', 'https://untappd.com/GristAndMashBrewery']",Canada
The Hatching Post,West Kelowna,"['Brewpub', 'Call in or Order Online', 'Cider', 'Cocktails', 'Dog Friendly Zone', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Merchandise', 'Non Alc Beer Available', 'Online Ordering - Local Delivery', 'Patio', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/the-hatching-post/,2850 Boucherie Rd,N/A,V1Z 2G5,BC,7787558166,https://hatchingpostbeer.com/,"['https://www.facebook.com/thehatchingpost', 'https://www.instagram.com/thehatchingpost/']",Canada
Herald Street Brew Works,Victoria,"['Cider', 'Family Friendly', 'GF Food Options', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/herald-street-brew-works/,506 Herald Street,N/A,V8W 3N8,BC,2505909592,https://www.heraldstreet.com/,"['https://www.facebook.com/heraldstbw', 'https://www.instagram.com/heraldstbw/', 'https://untappd.com/HeraldStreetBrewWorks']",Canada
Highway 97 Brewery,Penticton,"['Bike Racks', 'Brewpub', 'Cider', 'Comedy Events', 'Dog Friendly Zone', 'Experience', 'Family Friendly', 'Food Service', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Tasting Room Kitchen', 'Wine']",https://bcaletrail.ca/breweries/highway-97-brewing/,200 Ellis St,N/A,V2A 4L6,BC,2504930323,http://hwy97brewery.com,"['https://twitter.com/hwy97beer', 'https://www.facebook.com/hwy97beer/', 'https://www.instagram.com/hwy97beer/', 'https://untappd.com/w/highway-97-brewery/262791']",Canada
